Mobibikes ,Groendreef 53 LOKEREN 9160 België,www.mobibikes.be,093608583,info@mobibikes.be,
Ludo Belmans Fietsen ,Broekzijstraat 21 LILLE 2275 België,www.fietsenbelmans.be,014881542,fietsenbelmans@hotmail.com,
Serpenti Cycling ,Steenstraat 15 HULST 4561 AR Nederland,,0114-322600,serpenticycling@tiscali.nl,
Jacobs Bruno ,Jan de Cordesstraat 96 BEERZEL 2580 België,www.brunojacobs.be,01575 935,bruno@fiets-brom.be,
Fietsen Servaas ,Weversstraat 7 ASSE 1730 België,www.fietsenservaas.be,0032-25691179,servaes.haesen@qmail.com,
Van Eyck Sport ,Gentsesteenweg 89 AALST 9300 België,www.vaneycksports.com,053781278,bjorn@vaneijcksports.com,
V.C. Fietsen bvba ,Leuvensesteenweg 52 HEVER-BOORTMEERBEEK B-3191 Belgie,www.vcfietsen.be,0032 (0)15-270600,info@vcfietsen.be,
Cycles Fabbri ,Rue Arsène Falla 11 RETINNE 4621 België,www.fabbri.be,041588354,cicli.fabbri@gmail.com,
Dima Bvba ,Bogaerdenstraat 37 ZOUTLEEUW 3440 België,www.dima-bvba.be,011781446,dirk.huypens@skynet.be,
Fietsen Ludwig D'hose ,Tempel 70 LIERDE 9572 België,,0032-55426128,ludwig.fietsen.dhose@telenet.be,
Cycles Debuysschere ,Rue de la Folie 2 OEUDEGHIEN 7911 België,,068568008,jurgendebuysschere@yahoo.fr,
Pro Cycle ,Chaussée de Bruxelles 372 WATERLOO 1410 België,,026444866,pro-cycle@outlook.com,
Ghislain Cycles ,Sint-Jobstraat 126 b BOLDERBERG-ZOLDER 3559 België,www.ghislaincycles.be,011255852,ghislain.cycles@telenet.be,
Fietsen Magali ,Veldbornstraat 11 TIENEN 3300 België,www.fietsenmagali.be,016819354,wilfried.loyaerts@skynet.be,
Fietsen Minne ,Oostdreef 60 WAKKEN 8720 België,www.fietsenminnen.be,056602270,Info@fietsenminne.be,
Re-Cycle.be ,Kruisstraat 5 LOVENJOEL 3360 België,222.re-cycle.be,0468357035,info@re-cycle.be,
De Velo-droom Bvba ,Grote Steenweg 33 a ZEVERGEM 9840 België,www.veledroom.be,093294941,kurt.verbeken@velodroom.be,
Chaos Carbon Bikes BVBA ,Zandstraat 56 KWAADMECHELEN 3945 België,www.chaos-carbon.com,013296447,chaos-carbon@telenet.be,
Christophe Bikes ,Lindestraat 93-95 SINT GENESIUS RODE 1640 België,,0032-23811540,,
Pago Bikes ,Hoge Avrijestraat 42 ERTVELDE 9940 België,www.pago-bikes.be,047748497,patrickgoossens1@telenet.be,
Van de Velde Fietsen Bvba ,Kapelstraat 83 DUFFEL 2570 België,www.vandevelde-fietsen.be,015311399,info@vandevelde-fietsen.be,
Odilon Daels ,Wevelgemstraat 41 LAUWE 8930 België,www.fietsendaels.be,056411336,odilon.daels@telenet.be,
Fietsen Rogiers Bvba ,Mastrichterstraat 21 BILZEN 3740 België,www.fietsen-rogiers.be,012451546,info@fietsen-rogiers.be,
Dewa Sport ,Massemesteenweg 169 MASSEMEN-WETTEREN 9230 België,www.dewasport.be,092798140,info@dewasport.be,
Fietsen Dours ,Holbeek 27 MERCHTEM 1785 België,www.fietsendours.be,052374491,fietsendours@skynet.be,
Cycles Bernard Barbette ,Rue Rutxhiel 1 LIERNEUX 4990 België,,080319640,cyclesbarbette@skynet.be,
Fietsen Haverbeke Bvba ,Oostrozebekestraat 75 INGELMUNSTER 8770 België,www.fietsenhaverbeke.be,051803020,fietsherstellingen.niels@telenet.be,
Xbike ,Chaussée de Bruxelles 14 TOURNAI 7500 België,www.xbike.be,069232229,info@xbike.be,
ST-Bikes ,Langestraat 108 HOLSBEEK B-3220 Belgie,www.st-bikes.be,0032-471838164,info@st-bikes.be,
Best Bikes ,Brusselbaan 17 Steenhuize-Wijnhuize 9550 Belgie,www.bestbikes.be,+32 54 25 46 45,info@bestbikes.be,
De Fietsboetiek GCV ,Kukkelbosstraat 41 b DIEPENBEEK 3590 België,,0477307875,"defietsboetuiek01""gmail.com",
Becque NV 2-Wielers ,Landuitstraat 226 DENDERLEEUW 9470 België,www.2-wielersbecque.be,053667698,info@2-wielersbecque.be,
Fun Bike Cycle Shop ,100 Rue des Soldats BRUXELLES 1082 België,www.funbike.be,024691979,funbike@skynet.be,
Espace Bike S.A. ,Rue de Grand Courant 10 CUESMES 7033 België,www.espacebike.be,065842737,pierre@espacebike.be,
Mega Cycle ,Vichtesteenweg 169 DEERLIJK 8540 België,www.mega-cycle.be,056774546,info@mega-cycle.be,
Fietsen Feyaerts ,Duisburgstraat 7 a OVERIJSE 3090 België,,0476240003,tom.feyaerts@hotmail.com,
Fietsen Michiels ,Traveins 59 SINT-GORIKS-OUDENHOVE 9620 België,,093605763,kristof@michielsfietsen.be,
Bvba Fietsen Mast ,Milostraat 10 MOL 2400 België,www.fietsenmast.be,014311311,info@fietsenmast.be,
No Limit Bikes ,Maastrichtersteenweg 81 VROENHOVEN 3770 België,,012-225165,info@nolimitbikes.be,
The Bike Repair ,Dam 9 Sint-Gillis-Waas 9170 Belgie,www.thebikerepair.be,+32 (0) 468328887,thebikerepair@telenet.be,
Rijwielen L. Dhondt ,Oudenaardseheerweg 7 NAZARETH 9810 België,www.rijwielendhondt.be,09-3843287,rijwielendhondt@telenet.be,
Fietsen Saman Sint-Lenaarts ,Prinsstraat 2 SINT-LENAARTS 2960 België,www.saman.be,035023320,sint-lenaarts@saman.be,
Speedbike ,Rue de Bouillon 1 b BIEVRE 5555 België,www.speed-bike.be,0476679310,speedbike@skynet.be,
Labiecyclette ,Dokter Vanderhoeydonckstraat 39 b lummen 3560 België,www.labiecyclette.be,013305170,info@labiecyclette.be,
B-Cycling ,Bavikhoofsestraat 61 BAVIKHOVE B-8531 Belgie,www.b-cycling.be,+32 (0)475296330,bart@b-cycling.be,
Van Eyck Sport ,Waterstraat 31 GEEL 2440 België,www.vaneycksports.com,014589317,tessenderlo@vaneycksports.com,
Steyaert Bikes ,Kerkstraat 109 HUMBEEK 1851 België,bart.steyaert@myway.be,0473170452,,
Cyclo Gino ,Oude Heirbaan 72 DEINZE 9800 België,www.cyclogino.be,0476992913,cyclo.gino@gmail.com,
Biking Fietsshop ,Lazarijstraat 1 Bus 1 HASSELT 3500 België,,011872101,rijwielrose@hotmail.com,
B Bikes ,Rue de l'Esplanade 25 BANNEUX B-4141 ,www.bbikes.be,0499521791,benoitbanneux@skynet.be,
Ster* Bike BVBA ,Mechelsesteenweg 134 STERREBEEK 1933 België,www.ster-bike.be,027318017,info@ster-bike.be,
Gino Vervecken ,Zandstraat 33 HAM B-3945 Belgie,www.chaos-carbon.com,0032 (0)499-230618,chaos-carbon@telenet.be,
Mettet 2 Roues ,Rue de Saint-Donat 56 METTET 5640 België,,0495531286,fredo13@live.be,
Fietsen Kurt Dams Bvba ,Oude Geelsebaan 25 VEERLE-LAAKDAL 2431 België,www.fietsenkurtdams.be,014841924,kurt.dams@pandora.be,
Guido Janssens Fietsen ,Kerkstraat 135 STEKENE 9190 België,www.fietsenjanssens.be,037890610,guido_janssens@myonline.be,
Bosch Sport Bvba ,Ferdinand MaesstraatT 74 WAARLOOS 2550 België,www.boschsport.be,015315954,patrick.bosch@skynet.be,
Shelter A. Ott - Fahrradwerkstatt ,Kirchweg 29 Sarmenstorf 5614 Switzerland,,056-667.42.61,shelter.bw@sunrise.ch,
Cicli Rivolta Sagl ,Piazza Orico 7 Bellinzona 6500 Switzerland,,091-825.26.65,cicli.rivolta@gmail.com,
Waldispühl Livio - Radsport ,Heiterhus Eschenbach 6274 Switzerland,www.facebook.com/RadsportWaldispuhl,041-448.14.15,radsport.waldispuehl@gmx.ch,
Bike Hüsli ,Eggstrasse 1 Wettswil 8907 Switzerland,www.bikehuesli.ch,078 795 48 66,bikehuesli@bluewin.ch,
Weber Hansjörg - Ciclosport ,Zinggenstrasse 2 Mollis 8753 Switzerland,www.ciclo-sport.net,055-612.40.43,info@ciclo-sport.net,
Baumann Rainer - Bike Baumann ,Bahnhofstrasse 13 Schlieren 8952 Switzerland,www.bikebaumann.ch,043-433.89.17,info@bikebaumann.ch,
A-Team Achermann GmbH ,Richensee 4 Hitzkirch 6285 Switzerland,www.a-team-achermann.ch,041-917.05.79,info@a-team-achermann.ch,
Leupi Hans GmbH - Zweiräder ,Luzernerstr.38 Meggen 6045 Switzerland,www.leupimoto.ch,041-377.38.55,info@leupimoto.ch,
Napf-Garage GmbH ,Dorfstrasse 44 Hergiswil b. Willisau 6133 Switzerland,www.napfgarage.ch,041-979.11.26,napfgarage@zapp.ch,
Hischier Ernst ,Hisport Oberwald 3999 Switzerland,www.hisport.ch,027-973.11.03,info@hisport.ch,
Velo Metzg GmbH ,Dorfstrasse 23 Unterwasser 9657 Switzerland,www.velometzg.ch,071-999.94.90,info@velometzg.ch,
Erbetta Maurizio - Cyclo-Sport ,Rte de Chippis Chalais 3966 Switzerland,www.cycles-erbetta.ch,027-458.46.25,cyclo-sports@bluewin.ch,
Musso Alessandro - Moto Musso ,Wilerstr.53 Schwarzenbach 9536 Switzerland,www.motomusso.ch,071-980.04.44,aless@motomusso.ch,
Kurcz Peter - Velo Kurcz ,Rapperswilerstr. 80 Rüti 8630 Switzerland,www.velo-kurcz.ch,055-240.37.87,info@velo-kurcz.ch,
Lussi Armin - King's Bike Shop Lussi ,Ed.-Huber-Strasse 9 Grosswangen 6022 Switzerland,,041-980.11.58,kingsbike@bluewin.ch,
Sportpark Aare-Rhein AG ,Döttingerstr. 15 Würenlingen 5303 Switzerland,www.sportpark-aare-rhein.ch,056-281.29.90,info@bicycle-adventure.com,
Ackermann Marius ,Industriestrasse 22 Kestenholz 4703 Switzerland,www.mariusackermann.ch,062-393.29.88,ackmarius@hotmail.com,
Altermatt Martin - RMbikes ,Neudorfstrasse 7 Menzingen 6313 Switzerland,rmbikes.ch,041-530.08.98,martin@rmbikes.ch,
Schweizer Kurt - Bike Store ,Furkastrasse 15 Fiesch 3984 Switzerland,www.bikestore-schweizer.ch,027-971.30.71,info@bikestore-schweizer.ch,
Sottile Mikael - Veloschmiede ,Schlossgasse 11 Zürich 8003 Switzerland,,077-426.18.93,info@veloschmiede.com,
Grossen Sport GmbH - Bike-Shop ,Usseri Hauptstrasse Kandersteg 3718 Switzerland,www.grossen-sport.ch,033-675.00.16,info@grossen-sport.ch,
Ciclosport AG ,Seestrasse 631 Meilen 8706 Switzerland,www.ciclosport.ch,044-910.80.88,savardi@ciclosport.ch,
Viamala Sportwerkstatt GmbH ,Schützenweg 1 Thusis 7430 Switzerland,www.viamalasportwerkstatt.ch,081-651.52.53,info@viamalasportwerkstatt.ch,
La Macchia Zweirad-Shop GmbH ,Bahnhofstrasse 16 Othmarsingen 5504 Switzerland,www.la-macchia.ch,062-896.18.16,info@la-macchia.ch,
Gaberthül Othmar - Velos Motos ,Bernstrasse 41 Bützberg 4922 Switzerland,,062-963.21.41,,
Philipona Thomas - Velos Motos 2 Rad,Oberlandstrasse 15 Tentlingen 1734 Switzerland,,026-418.36.66,tomphil@gmx.ch,
Sport Beat Brigels/Flims AG ,Via Nova 49 Flims Dorf 7017 Switzerland,www.sportbeat.ch,081-911.33.21,info@sportbeat.ch,
Cycles Passion SA ,Chemin des Crêts 8 Bulle 1630 Switzerland,www.cycles-passion.ch,026-913.17.07,info@cycles-passion.ch,
Velotopica Cocchi - Inh. Cocchi Renato ,Flüelerstr. 54 Altdorf 6460 Switzerland,www.velotopica.ch/,041-871.11.05,velo@velotopica.ch,
Active Sport-Management GmbH ,Ernetschwilerstrasse 5 Gommiswald 8737 Switzerland,active-sport-management.jimdo.com,055-280.12.09,m.bohli@bluewin.ch,
Kuriger 2-Rad / Motorgeräte GmbH ,Etzelstrasse 22 Einsiedeln 8840 Switzerland,www.kurigerbike-motorgeraete.ch,055-412.44.01,andre.kuriger@bluewin.ch,
D'Angelo Aurelio - Aurelio's Velo Shop ,Karrenstrasse 1 Küsnacht 8700 Switzerland,,044-912.20.00,aurelio.dangelo@ggaweb.ch,
Lemon Cycles GmbH ,Burgdorfstr. 23 Oberdiessbach 3672 Switzerland,,031-771.02.10,info@lemon-cycles.ch,
Lampart Beat - Lampi's Velo ,Hauptstrasse 28 Lostorf 4654 Switzerland,www.lampis-velolaedeli.ch,062-298.31.21,lampi.velo@bluewin.ch,
Noy Mou - Mobikes ,Rue Simplon 6 Fribourg 1700 Switzerland,www.mobikes-fribourg.ch,026-321.31.24,mobikes@bluewin.ch,
HUPFER GMBH RADSPORT,BUNDESSTR. 14 LAUCHRINGEN 79787 Germany,,07741/3289,,
Zweiradsport Staub GmbH - PGO Scooter ,Dorfstrasse 42 Hirzel 8816 Switzerland,www.zweiradsport-staub.ch,044-729.85.85,info@staub-hirzel.ch,
RIEDL LEIRER MONIKA RADSPORT,FRIEDRICHSTR. 92 BAD SÄCKINGEN 79713 Germany,www.fahrrad-riedl-leirer.de,07761/92130,mail@fahrrad-riedl-leirer.de,
Zimmermann Peter - Zimmermann-Bike.CH ,Bärenstutz 1 Blumenstein 3638 Switzerland,www.zimmermann-bike.ch,033-356.35.52,info@zimmermann-bike.ch,
Gräub Walter - 2-Rad Fachgeschäft ,Grabengasse 20 Lichtensteig 9620 Switzerland,,071-988.34.60,graeub2rad@bluewin.ch,
2-Rad Bärtschi GmbH ,Dorfstrasse 67 Trubschachen 3555 Switzerland,www.2-rad-baertschi.ch,034-495.54.73,2rad-baertschi@bluewin.ch,
Schaffter Yves - Cycles Motos ,Au Village 28 Glovelier 2855 Switzerland,www.schaffter.ch,032-426.76.55,y.schaffter@bluewin.ch,
RK Scooter  ,Rue des Amandiers 1 Sion 1950 Switzerland,,027-322.10.33,renekurz@vtxnet.ch,
Profil-Sport Sàrl ,Rte de la Glâne 26A Fribourg 1709 Switzerland,www.profil-sport.ch,026-422.12.12,info@profil-sport.ch,
Pro Cycles Associes Sàrl ,Zi La Palaz C 7 Payerne 1530 Switzerland,www.procycles.ch,026-660.15.73,info@procycles.ch,
Bachmann René - Bachmann's Bikestatt ,Hofwiesenstrasse 4 Hombrechtikon 8634 Switzerland,,055-244.35.36,info@bikestatt.ch,
Ackle Andreas - 2-Rad Ackle ,Landstrasse 8 Gipf-Oberfrick 5073 Switzerland,www.2rad-ackle.ch,062-871.04.53,info@2rad-ackle.ch,
"Centre 2 Roues, M. Kilchoer SA ",Rte de Fribourg 73 Courtepin 1784 Switzerland,,026-684.23.13,mario.kilchoer@bluewin.ch,
Baumgartner Beat - Bedovelo ,Mühlegasse 21 Wohlen bei Bern 3033 Switzerland,bedovelo.ch,031-829.25.58,beat@bedovelo.ch,
Cycles Schwarzbarth GmbH ,Hauptstr.46 Birsfelden 4127 Switzerland,www.schwarzbarth.ch,061-311.54.31,info@schwarzbarth.ch,
Lancelot Beratungs AG - Velopalast + Fitness Shop Zürich ,Schaffhauserstr. 550 Zürich 8052 Switzerland,www.velopalast.ch,044-463.11.63,daniel.schweitzer@fszh.ch,
Atzeni Giuseppe - Atzeni Services Atzeni,Kreuzstrasse 39 Siebnen 8854 Switzerland,www.atzeni-race.ch,055-440.42.79,giusi.atzeni@hotmail.com,
Garage Erb GmbH - X - dreambike.ch ,Baslerstrasse 24 Umikon 5222 Switzerland,,056-450.28.28,infp@x-dreambike.ch,
Bigger  - Velos Motos ,Sarganserstrasse 11 Bad Ragaz 7310 Switzerland,www.biggerzweirad.ch,081-302.15.72,info@biggerzweirad.ch,
Hafner Michel - Bike Racingshop ,Rainweg 20 Balsthal 4710 Switzerland,www.bike-racing.ch,062-391.42.52,michels.bike-shop@ggs.ch,
Tommys Bike Planet GmbH ,Marktgasse 18 Kloten 8302 Switzerland,www.tommysbikeplanet.ch,044-881.42.45,info@tommysbikeplanet.ch,
Velo Peter GmbH ,Winterthurerstr. 45 Sirnach / Hofen 8370 Switzerland,www.velopeter.ch,071-966.49.88,info@velopeter.ch,
Bobike GmbH ,Seestrasse 113B Uster 2 8612 Switzerland,www.bobike.ch,043-497.87.17,bobike@bluewin.ch,
Ineichen Monika - Velos Mofas ,Haupstrasse 58 Luzern 6015 Switzerland,velos-ineichen.ch,041-260-41.55,info@velos-ineichen.ch,
Joerg August - Velos-Motos ,Hauptstrasse 32 Islikon 8546 Switzerland,,052-375.12.23,,
Bike Cicli Chiandussi Sagl ,Via Muraccio 6 Ascona 6612 Switzerland,www.chiandussibike.ch,091-780.55.42,chiandussibike@tidata.net,
Aebi Fritz - Biri-Bikes ,Hofmattstr. 2 Aarburg 4663 Switzerland,www.biri-bikes.ch,062-791.55.44,biri-bikes@gmx.ch,
DIE SPEICHE RADHAUS ,TUMRINGERSTR. 224 LÖRRACH 79539 Germany,www.speiche.net,07621/44681,diespeiche@arcor.de,
RADSPORT GMBH INH. KÖBI WALLIMANN,KIRCHSTR. 16 JESTETTEN 79798 Germany,,07745/1215,,
Outlet Superdiscout AG ,Hauptstrasse 95 Ipsach 2563 Switzerland,,032-331.25.10,mail@outlet24.ch,
Brenn Stefan - Steffi Velosport ,Richtstr.4 Chur 7000 Switzerland,www.steffi.ch,081-284.22.88,info@steffi.ch,
Emmenegger Willi - Zweiräder ,Hinter-Kirchen Doppleschwand 6112 Switzerland,www.nummer10.ch,041-480.25.68,info@nummer10.ch,
Hadorn Velos Motos GmbH - Velos Motos ,Oberdorf 4 Wattenwil 3665 Switzerland,de-de.facebook.com/vm.hadorn,033-356.11.36,vm.hadorn@hispeed.ch,
Bike Center Hegnau GmbH ,Lindenstrasse 6 Hegnau-Volketswil 8604 Switzerland,www.bike-center-hegnau.ch,044-946.18.08,info@bike-center-hegnau.ch,
Tandem Schweiz AG ,Bahnhofstrasse 37 Wolhusen 6110 Switzerland,www.tandemschweizag.ch,041-490.20.00,cmschneider@bluewin.ch,
Schmutz Sport AG - Velos Motos ,Hauptstrasse 72 Oberdorf 4436 Switzerland,,061-965.93.00,info@schmutzsport.ch,
Royl Cycles Namasivayam + Co - Veloladen und Werkstatt ,Steinbachstrasse 25 Belp 3123 Switzerland,www.royal.ch,031-558.58.07,aje@royl.ch,
Stillhart Roland - Veloziped ,Abt-Bedastrasse 30 Sonnenthal 9245 Switzerland,,071-950.22.49,info@velozi-ped.ch,
Lachat Henri - E-Space Vélos Jura ,Rue des Tilleuls 1 Develier 2802 Switzerland,www.espacevelos.ch,079-282.30.03,espacevelos@gmail.com,
PACEMAKER SPORTS KG ,SIEMENSSTR. 7 LAUCHRINGEN 79787 Germany,,07741/8353735,info@pacemaker-sports.de,
Maissen Velos-Motos - Inh. Thomas Maissen ,Via Nova 40 Domat-Ems 7013 Switzerland,,081-633.36.33,mkmaissen@freesurf.ch,
Fischli Bike GmbH - Fischli Sepp ,Mühle 21A Näfels 8752 Switzerland,,055-612.39.77,info@fischli-bike.ch,
Arnold Pius - Noudi's Bike Store ,Schlottermilch 2A Sursee 6210 Switzerland,www.noudisbikestore.ch,041-921.51.30,info@noudisbikestore.ch,
Tasca Moreno - Moreno Bike ,Via ai Molini 29 Losone 6616 Switzerland,,091-792.39.85,morenotasca@hotmail.com,
Zwinggi Adrian - Zweirad Zwinggi ,Zürcherstrasse 17 Eglisau 8193 Switzerland,www.zweiradzwinggi.ch,044-867.19.40,info@zweiradzwinggi.ch,
Wüthrich Sämi - Outdoorx.ch ,Dorf 2 Ochlenberg 3367 Switzerland,www.outdoorx.ch,032-511.98.89,info@outdoorx.ch,
Sportshop am Gleis GmbH ,Aegeristr.18 Sattel 6417 Switzerland,,041-835.18.89,info@sportshopamgleis.ch,
