BEN BRIDGE JEWELERS,"HILLSDALE SHOPPING CENTER 316 HILLSDALE MALL San Mateo, California 94403",,(650) 571-1133,,
MACY'S,"STONERIDGE MALL 13 STONERIDGE MALL ROAD PLEASANTON, California 94588",,925-463-3333,,
CH PREMIER,"STANFORD SHOPPING CENTER 180 EL CAMINO REAL, SUITE 155 PALO ALTO, California 94304",,408-577-0888,,
BLOOMINGDALE'S,"1 STANFORD SHOPPING CENTER DEPT. 903 PALO ALTO, California 94304",,650-463-2000,,
MACY'S,"VALLEY FAIR SHOPPING CENTER 2801 STEVENS CREEK BLVD. SANTA CLARA, California 95050",,408-248-3333,,
BEN BRIDGE,"VALLEY FAIR MALL 2855 STEVENS CREEK BLVD SPACE 2205 SANTA CLARA, California 95050",,408-985-8884,,
PARK PLACE ENTERTAINMENT,"HARRAH'S HOTEL AND CASINO 15 HIGHWAY 5 STATELINE, Nevada 89449",,775-588-6611,,
ROGERS JEWELRY,"BIDWELL CENTER 965 E. BIDWELL FOLSOM, California 95630",,(916) 984-8665,,
ROGERS JEWELRY,"8521 BOND AVE ELK GROVE, California 95624",,916-714-2590,,
JARED,"THE RIDGE AT CREEKSIDE 1128 GALLERIA BLVD. ROSEVILLE, California 95678",,916-787-1701,,
BEN BRIDGE,"GALLERIA AT ROSEVILLE 1151 GALLERIA BLVD SUITE 137 ROSEVILLE, California 95678",,916-780-7733,,
JARED,"1620 ARDEN WAY SACRAMENTO, California 95815",,916-567-0930,,
SHARIF JEWELERS,"DOWNTOWN SACRAMENTO 11 K St. Sacramento, California 95814",,(916) 330-1977,,
ROGERS JEWELRY,"300 SISK ROAD MODESTO, California 95356",,209-527-8713,,
ROMANCE ST. HELENA,"1269 MAIN STREET ST. HELENA, California 94574",,(707) 963-2288,,
MACY'S,"SANTA ROSA PLAZA 8 SANTA ROSA PLAZA SANTA ROSA, California 95401",,707-523-3333,,
ORLOFF JEWELERS,"770 W. SHAW AVE, #101 FRESNO, California 93704",,(559) 221-6622,,
ORLOFF JEWELERS,"770 W. SHAW AVENUE #101 FRESNO, California 93704",,559-221-6622,,
JEWELRY PAVILION,"750 W 7TH STREET LOS ANGELES, California 90017",,213-627-4515,,
MILANO BIJOU,"KOREA TOWN PLAZA 928 S. WESTERN AVE LOS ANGELES, California 90006",,213.382.1700,,
"DFS, LOS ANGELES INTERNATIONAL AIRPORT","Los Angeles International Airport, 380 World Way, Los Angeles, California 90045 Los Angeles, California 90045",,+310 348 2799,,
JARED,"VICTORIA GARDENS 1243 FOOTHILL BLVD. RANCHO CUCAMONGA, California 91730",,909-463-6161,,
ALEXANDER JEWELERS,"VICTORIA GARDENS 1257 S. MAIN STREET RANCHO CUCAMONGA, California 91739",,(909) 922-8225,,
BEN BRIDGE,"GALLERIA AT TYLER 1236 GALLERIA @ TYLER SPACE G-6 RIVERSIDE, California 92503",,(951) 352-0511,,
SWISS WATCH GALLERY,"555 SHOPS AT MISSION VIEJO MISSION VIEJO, California 92691",,949-364-2500,,
BHINDI GLENDALE,"2213 GALLERIA WAY Glendale, California 91210",,(818) 243-8755,,
BEN BRIDGE,"DEL AMO 2154 HAWTHORNE BLVD #417B TORRANCE, California 90503",,310-371-3328,,
MACY'S,"DEL AMO FASHION CENTER 216 HAWTHORNE BLVD. TORRANCE, California 90503",,310-370-8511,,
BEN BRIDGE,"BREA MALL 122 BREA MALL BREA, California 92821",,(714) 256-1833,,
JARED,"BREA PLAZA 1631 East Imperial Highway Brea, California 92821",,714 - 257-1184,,
HING WA LEE,"1569 S. FAIRWAY DRIVE WALNUT, California 91789",,909-831-8888,,
Hing Wa Lee Jewelers,"1569 S. Fairway Dr., Hing Wa Lee Plaza Walnut, California 91789",,+1 909-831-8888,,
JARED,"THE SHOPPES AT CHINO HILLS 3585 GRAND AVE CHINO HILLS, California 91709",,909-548-4363,,
CHONG HING JEWELERS,"18436 COLIMA ROAD SUITE A ROWLAND HEIGHTS, California 91748",,(626) 810-8883,,
BHINDI JEWELERS,"18508 PIONEER BLVD ARTESIA, California 90701",,(562) 402-8755,,
BEN BRIDGE,"LOS CERRITOS CENTER 35 LOS CERRITOS CENTER LOS CERRITOS, California 90703",,562-402-0090,,
NQ JEWELERS,"16041 BROOKHURST STREET FOUNTAIN VALLEY, California 92708",,714-839-8885,,
BEN BRIDGE,"SOUTH COAST PLAZA 3333 BRISTOL ST STE #1843 COSTA MESA, California 92626",,714-549-3545,,
WATCH CONNECTION,"3033 SOUTH BRISTOL STREET COSTA MESA, California 92626",,714-432-8200,,
TOURNEAU,"SOUTH COAST PLAZA 3333 BRISTOL STREET COSTA MESA, California 92626",,(714) 850-0222,,
BLOOMINGDALE'S,"SOUTH COAST PLAZA 3333 S. BRISTOL ST COSTA MESA, California 92626",,714-824-4600,,
MACY'S,"SOUTH COAST PLAZA 3333 BEAR STREET COSTA MESA, California 92626",,714-708-3333,,
HING WA LEE,"1635 S. DEL MAR AVE. San Gabriel, California 91776",,(626) 280-3993,,
MKOTT PICH JEWELRY INC,"2120 E ANAHEIM STREET LONG BEACH, California 90804",,562-433-3530,,
Roma Gioielli The Grove,"Corner Simon Vermooten Road & Lynnwood Road, Equestria The Grove Shopping Centre Shop No.U53 Lynwood, KwaZulu-Natal 0184",,27128077195,,
TRADITIONAL JEWELERS,"FASHION ISLAND 23 NEWPORT CENTER DRIVE NEWPORT BEACH, California 92660",,949-721-9010,,
TRADITIONAL JEWELERS,"817 NEWPORT CENTER DRIVE Newport Beach, California 92660",,(949) 721-9010,,
LESLIE GOLD JEWELERS,"607 SOUTH HILL STREET SUITE #8 LOS ANGELES, California 90014",,(213) 626-3253,,
ROGERS JEWELRY,"6520 S. VIRGINIA ST. RENO, Nevada 89511",,(775) 851-8555,,
ROGERS JEWELRY,"9500 ROSEDALE HWY BAKERSFIELD, California 93312",,661-589-5416,,
ROMA JEWELRY,"24303 TOWN CENTER DRIVE #11 VALENCIA, California 91355",,661-254-6414,,
JARED,"SIMI VALLEY TOWN CENTER 1115 SIMI TOWN CENTER WAY SIMI VALLEY, California 93065",,805-583-9704,,
JEWELRY COUTURE BY SEHATI,"390 SOUTH MILLS RD VENTURA, California 93003",,805 - 650-0005,,
BEN BRIDGE,"THE OAKS SHOPPING CENTER 45 WEST HILLCREST DRIVE THOUSAND OAKS, California 91360",,805-446-7911,,
DEJAUN JEWELERS,"THE OAKS SHOPPING CENTER 424 W HILLCREST DR THOUSAND OAKS, California 91360",,805-495-1425,,
JARED,"849 RANCHO VISTA BLVD PALMDALE, California 93551",,661-947-6141,,
BEN BRIDGE,"TOPANGA PLAZA 66 TOPANGA CANYON BLVD #25 CANOGA PARK, California 91303",,818-346-2393,,
DEJAUN JEWELERS,"THE VILLAGE AT TOPANGA 6320 TOPANGA CANYON BLVD.,SPACE 1650 Woodland Hills, California 91367",,(818) 888-8304,,
BLOOMINGDALE'S,"SHERMAN OAKS FASHION PLACE 146 RIVERSIDE DRIVE DEPT. 93 SHERMAN OAKS, California 91423",,818-325-2200,,
MACY'S,"SHERMAN OAKS FASHION PLACE 14 RIVERSIDE DRIVE SHERMAN OAKS, California 91423",,818-788-8350,,
WESTIME BEVERLY HILLS,"216 N RODEO DRIVE Beverly Hills, California 90210",,(310) 888-8880,,
MACY'S CENTURY CITY,"10250 SANTA MONICA BLVD. los angeles, California 90067",,(310) 556-1611,,
PARAGON WATCH COMPANY,"8500 BEVERLY BLVD. #674 LOS ANGELES, California 90048",,(310) 659-5525,,
BLOOMINGDALE'S,"CENTURY CITY MALL 125 SANTA MONICA BLVD., DEPT. 93 LOS ANGELES, California 90067",,310-772-7113,,
FELDMAR WATCH COMPANY,"9000 WEST PICO BLVD LOS ANGELES, California 90035",,310-274-8016,,
BLOOMINGDALE'S,"315 COLORADO AVE Santa Monica, California 90401",,(310) 985-6400,,
JEWEL SHOP,"395 SANTA MONICA PLACE #132 SANTA MONICA, California 90401",,310-451-1113,,
WESTIME,"8569 W. SUNSET BLVD. W. HOLLYWOOD, California 90069",,(310) 888-8880,,
JARED,"SUMMIT SIERRA 13957 S. VIRGINIA ST. RENO, Nevada 89511",,775-850-2020,,
JEAN-JACQUES MAMIE,"THE ST. REGIS MONARCH BEACH RESORT & SPA ONE MONARCH BEACH RESORT DANA POINT, California 92629",,949-240-2226,,
Watch Edge,"2525 El Camino Real Carlsbad, California 92008",,(760) 720-3343,,
ALEXANDERS JEWELERS,"PROMENADE MALL 482 WINCHESTER ROAD SUITE 24 TEMELUCA, California 92591",,951.296.1020,,
TAG HEUER OUTLET- CABAZON,"DESERT HILLS PREMIUM OUTLETS 484 SEMINOLE DRIVE CABAZON, California 92230",,951-849-9191,,
BEN BRIDGE,"NORTH COUNTY FAIR 2 EAST VIA RANCHO PARKWAY # B-233 ESCONDIDO, California 92025",,760-745-3900,,
Jared The Galleria of Jewelry,"11998 Carmel Mountain Road San Diego, California 92128",,(858) 487-2279,,
BLOOMINGDALE'S,"FASHION VALLEY CENTER 757 FRAIRS ROAD SAN DIEGO, California 92108",,619-610-6451,,
BEN BRIDGE,"FASHION VALLEY CENTER 77 FRIARS RD #543 SAN DIEGO, California 92108",,619-291-7572,,
JARED,"WESTFIELD MISSIN VALLEY 125 CAMINO DE LA REINA SAN DIEGO, California 92108",,619-278-0060,,
BEN BRIDGE,"UNIVERSITY TOWN CENTER 455 LA JOLLA VILLAGE DRIVE STE C19 SAN DIEGO, California 92122",,858-453-9996,,
JARED,"2960 PLAZA BONITA RD NATIONAL CITY, California 91950",,619-267-1323,,
UNICORN,"16781 BERNARDO CENTER DRIVE #4 RANCHO BERNARDO, California 92128",,858-487-6454,,
DANIEL JEWELRY & GIFTS,"1241 PROSPECT STREET LA JOLLA, California 92037",,858-454-8001,,
JARED,"235 S. ABILENE ST. AURORA, Colorado 80012",,303-364-0800,,
HYDE PARK,"3000 EAST FIRST AVE DENVER, Colorado 80206",,303-320-0220,,
WILLIAMS JEWELERS,"2825 EAST THIRD AVENUE DENVER, Colorado 80206",,303-355-4322,,
Williams Englewood,"5095 S. Broadway Englewood, Colorado 80113",,(303) 761-9700,,
JARED,"9535 E. COUNTY LINE RD. ENGLEWOOD, Colorado 80112",,303-799-4739,,
BEN BRIDGE,"PARK MEADOWS CENTER 855 PARK MEADOWS CTR DRIVE STE 276 LITTLETON, Colorado 80124",,303-706-1814,,
JARED,"9210 SHERIDAN BLVD. WESTMINSTER, Colorado 80031",,303-426-4405,,
MATHEU'S FINE WATCHES & JEWELRY,"9315 DORCHESTER ST Highlands Ranch, Colorado 80129",,303-471-8463,,
JARED,"COLORADO MILLS 14145 W. COLFAX AVE. LAKEWOOD, Colorado 80401",,720-497-0400,,
BEN BRIDGE,"FLATIRON CROSSING #1 WEST FLATIRON CR SPACE 225 BROOMFIELD, Colorado 80021",,(720) 887-1131,,
HURDLES JEWELRY,"1402 PEARL STREET BOULDER, Colorado 80302",,303-443-1084,,
JARED,"WOODMEN COMMONS 172 E. WOODMEN RD. COLORADO SPRINGS, Colorado 80920",,719-262-0701,,
JARED,"THE PROMENADE SHOPS AT CENTERRA 582 SKY POND DR. LOVELAND, Colorado 80538",,970-461-5925,,
SATHERS LEADING JEWELERS,"300 E FOOTHILLS PARKWAY FT COLLINS, Colorado 80525",,970-223-0256,,
MATHEU'S FINE WATCHES AND JEWELRY,"324 S. MAIN ST. BRECKENDRIDGE, Colorado 80424",,(970) 453-8463,,
HANNOUSH JEWELERS,"59-67 FEDERAL ROAD, DANBURY, CT, 06811 DANBURY, Connecticut 06811",,(203) 791-0793,,
"LUX, BOND & GREEN","136 MAIN STREET WESTPORT, Connecticut 6880",,203-227-1300,,
BRANDFORD JEWELERS,"567 MAIN STREET BRANFORD, Connecticut 6405",,203-488-4653,,
NAGI'S JEWELERS,"828 HIGH RIDGE ROAD STAMFORD, Connecticut 6905",,203-964-0551,,
Stamford CT,"110 High Ridge Road Stamford, Connecticut &amp;amp;amp;amp;amp;#x27;06905",,(203) 327-6600,,
M. LAHART & COMPANY,"601 BANTAM ROAD BANTAM, Connecticut 6750",,,,
J&B Family Jewelers,"1883 Commerce Street YORKTOWN HEIGHTS, New York 10598",,(914) 245-2515,,
"SHREVE, CRUMP & LOW","125 GREENWICH AVE GREENWICH, Connecticut 06830",,,,
LITTMAN JEWELERS,"SMITH HAVEN MALL 136 SMITH HAVEN MALL LAKE GROVE, New York 11755",,516-265-1199,,
JARED,"LAKE GROVE COMMONS 16 NEW MORICHES RD LAKE GROVE, New York 11755",,631-580-4780,,
TOURNEAU,"THE WALT WHITMAN MALL 16 WALT WHITMAN RD., #155D HUNTINGTON STATION, New York 11746",,631-427-2649,,
MADDALONI JEWELERS,"1870 E. JERICHO TPKE HUNTINGTON, New York 11743",,631-499-8800,,
BLOOMINGDALE'S,"HUNTINGTON MALL 27 RT 11 HUNTINGTON, New York 11746",,631-425-6700,,
BLOOMINGDALE'S,"175 BLOOMINGDALES RD. DEPT. 903 WHITE PLAINS, New York 10605",,914-684-6300,,
TOURNEAU,"WESTCHESTER MALL 125 WESTCHESTER AVENUE, SUITE 234A WHITEPLAINS, New York 10601",,(914) 397-2301,,
,"180 WHEATLEY PLAZA GREENVALE, New York 11548",,516-621-8844,,
T&R JEWELERS,"557 MAIN STREET NEW ROCHELLE, New York 10801",,914-636-7110,,
LONDON JEWELERS,"2102-R NORTHERN BLVD. MANHASSET, New York 11030",,516-627-7475,,
TOURNEAU,"ROOSEVELT FIELD MALL 63 OLD COUNTRY ROAD GARDEN CITY, New York 11530",,516-873-0209,,
MACY'S,"ROOSEVELT FIELD MALL 63 OLD COUNTRY ROAD GARDEN CITY, New York 11530",,516-746-8200,,
HANNOUSH,"WEST FARMS MALL 152 NEW BRITAIN AVE FARMINGTON, Connecticut 06032",,860-561-4651,,
Hannoush Jewelers,"Hannoush Plaza 1655 Albany Post Road Wappinger Falls, New York 12590",,(845) 298-8599,,
MACY'S,"136-50 ROOSEVELT AVE FLUSHING, New York 11354",,718 - 358-9000 ext 4000,,
LAVIANO & SONS,"175 WESTWOOD AVENUE WESTWOOD, New Jersey 7675",,201-664-0616,,
MACY'S,"90-01 QUEENS BOULEVARD ELMHURST, New York 11373",,718-271-7200,,
MOONLITE JEWELERS,"73-15 BROADWAY JACKSON HEIGHTS, New York 11372",,718-446-1499,,
MACY'S,"GARDEN STATE PLAZA 5 GARDEN STATE PLAZA PARAMUS, New Jersey 07652",,201-843-9100,,
JARED,"BERGEN TOWN CENTER 15 TOWN CENTER PARAMUS, New Jersey 7652",,201-226-0850,,
BLOOMINGDALE'S,"1000 THIRD AVENUE DEPT. 903 NEW YORK, New York 10022",,212-705-2000,,
TOURNEAU CORPORATE,"3100 47th Avenue 5th Floor Long Island City, New York 11101",,,,
Alicia'S,"Bay Terrace Shopping Center 211-19 26Th Avenue New York, New York 11360",,+1 718-224-0075,,
THE TIMEPIECE COLLECTION,"58 E PALISADE AVE. ENGLEWOOD, New Jersey 07631",,201-894-1825,,
LITTMAN JEWELERS,"2612 PALISADES CENTER DR # B 215 WEST NYACK, New York 10994",,845-358-5350,,
TOURNEAU,"3100 47TH AVE 5TH FLOOR LONG ISLAND CITY, New York 11101",,,,
GELBER & MUNDY JEWELRY,"5 BOND STREET GREAT NECK, New York 11021",,212-925-0639,,
ALICIA'S JEWELERS,"211-19 26TH AVENUE BAYSIDE, New York 11360",,718-224-0075,,
TAG HEUER BOUTIQUE- GARDEN STATE PLAZA,"GARDEN STATE PLAZA SPACE 1148 1 GARDEN STATE PLAZA PARAMUS, New Jersey 7652",,(201) 368-0710,,
MICHAELS,"WEST FARMS MALL H15 WEST FARMS MALL FARMINGTON, Connecticut 06032",,(860) 521-3400,,
"LUX, BOND & GREEN","46 LASALLE ROAD WEST HARTFORD, Connecticut 06107",,860-521-3015,,
"LUX, BOND & GREEN","SOMERSET SHOPPING CENTER 14 SOMERSET ROAD GLASTONBURY, Connecticut 06033",,860-659-8510,,
HANNOUSH,"HOLYOKE MALL 5 HOLYOKE STREET HOLYOKE, Massachusetts 01040",,413-536-7353,,
"LUX, BOND & GREEN","1 MOHEGAN SUN BLVD. UNCASVILLE, Connecticut 06382",,860-862-9900,,
FOXWOODS RESORT CASINO,"39 NORWICH-WESTERLY ROAD MASHANTUCKET, Connecticut 6339",,860-312-3000,,
ROSS SIMONS,"136 ROUTE 5 WARWICK, Rhode Island 02886",,401-738-6700,,
Providence Diamond Fine Jewelry,"65 Hillside Rd Garden City Center Cranston, Rhode Island 02920",,(401) 946-7070,,
