hank johnson school of golf llc,"300 timberline trail , calera AL 35040 US",,205-529-8546,,
willow point country club - golf shop,"3054 willow point road , alexander city AL 35010-6264 US",,256-212-1409,,
montevallo golf club,"1481 shelby county hwy 204 , montevallo AL 35115 US",,205-665-8057,,
ballantrae golf club,"1300 ballantrae club dr , pelham AL 35124-6200 US",,205-620-4653,,
riverchase country club-golf shop,"2000 club road , birmingham AL 35244-1499 US",,205-988-8111,,
bent brook golf course,"7900 dickey springs rd , bessemer AL 35022-6378 US",,205-428-9600,,
dick's sporting goods - hoover,"4401 creekside ave , hoover AL 35244 US",,205-909-1400,,
eagle point golf club,"4500 eagle point dr , birmingham AL 35242-6906 US",,205-991-9070,,
capstone club,"16000 capstone blvd , brookwood AL 35444-0853 US",,205-462-0590,,
inverness country club,"#1 country club dr , birmingham AL 35242-4031 US",,205-991-8608,,
hoover country club,"3140 club dr , birmingham AL 35226-2704 US",,205-822-5707,,
ross bridge golf resort,"4000 grand ave , hoover AL 35226-6201 US",,205-949-3085,,
dick's sporting goods - birmingham,"5201 hwy 280 south , birmingham AL 35242 US",,,,
pga tour superstore,"165-a inverness plaza , birmingham AL 35242 US",,,,
auburn university club,"1650 yarbrough farms blvd , auburn AL 36830-2679 US",,334-821-8381,,
inverness golf & repair,"4647-d us hwy 280 , birmingham AL 35242-5032 US",,205-991-1008,,
shoal creek golf club inc,"102 new williamsburg dr , birmingham AL 35242 US",,205-991-9000,,
oxmoor valley golf course,"100 sunbelt parkway , birmingham AL 35211-5958 US",,205-942-1177,,
golftec birmingham,"3924 colonnade pkwy #d28 , birmingham AL 35243 US",,205-991-1762,,
greystone golf club/founders course,"330 legacy way , birmingham AL 35242-6409 US",,205-980-5200,,
vestavia country club,"400 beaumont dr , birmingham AL 35266 US",,205-823-2451,,
edwin watts - birmingham #51,"189 state farm pkwy , birmingham AL 35209 US",,205-942-7083,,
woodward golf & country club,"2141 wheel drive , bessemer AL 35020-2611 US",,205-424-5500,,
indian pines golf warehouse,"900 country club dr , auburn AL 36830-5208 US",,334-821-0880,,
alpine bay resort,"9855 renfroe road , alpine AL 35014-6711 US",,256-268-2920,,
links at tuscaloosa,"1800 links blvd #7501 , tuscaloosa AL 35405 US",,205-247-9990,,
saugahatchee pro shop,"3800 bent creek road , opelika AL 36804-7602 US",,334-749-3441,,
old overton club inc,"7251 old overton club drive , birmingham AL 35242-2520 US",,205-972-9001,,
alabama discount golf,"1010 kicker rd , tuscaloosa AL 35404-3984 US",,205-343-6789,,
mountain brook country club,"19 beachwood rd , birmingham AL 35213 US",,205-871-2116,,
grand national golf course,"3000 robert trent jones trail , opelika AL 36801-1116 US",,334-749-9042,,
dick's sporting goods - opelika,"2718 enterprise dr , opelika AL 36801 US",,,,
country club of birmingham,"3325 country club rd , birmingham AL 35213 US",,205-879-4611,,
highland park golf club,"3300 highland ave s. , birmingham AL 35205-1411 US",,205-322-1902,,
vanity fair golf & tennis club,"613 golf dr , monroeville AL 36460-2293 US",,334-575-4700,,
indian hills country club,"1650 mcfarland blvd n , tuscaloosa AL 35406-2213 US",,205-349-1504,,
pine tree country club,"5100 pine whispers dr , birmingham AL 35210-3429 US",,205-956-1599,,
ol colony golf complex,"401 old colony road , tuscaloosa AL 35406 US",,205-562-3220,,
north river golf shop,"3100 yacht club way , tuscaloosa AL 35406-1131 US",,205-345-0202,,
andalusia country club,"210 country club dr , andalusia AL 36421-4204 US",,334-222-5282,,
grayson valley country club,"2201 grayson vly dr , birmingham AL 35235 US",,205-854-5420,,
castle pines country club llc,"1600 quail ridge dr , gardendale AL 35071-2873 US",,205-631-3140,,
country club of brewton,"700 clubhouse rd , brewton AL 36426-3376 US",,334-867-3408,,
dick's sporting goods - oxford,"1500 oxford exchange , oxford AL 36203 US",,256-831-7739,,
anniston country club,"601 highland ave , anniston AL 36207 US",,205-237-8412,,
indian oaks golf club,"201 cherokee trail , anniston AL 36206-1015 US",,205-820-4030,,
musgrove country club,"916 country club dr , jasper AL 35503-6006 US",,205-221-7902,,
timbercreek golf co inc,"9650 timber creek blvd , daphne AL 36527-5604 US",,251-621-9900,,
edwin watts - mobile #52,"168 w i-65 service rd s. , mobile AL 36608 US",,251-343-9059,,
quail creek golf course,"19841 quail creek dr , fairhope AL 36532 US",,251-990-0016,,
country club of mobile,"4101 wimbledon dr , mobile AL 36608-2397 US",,251-342-7400,,
azalea city golf,"1000 gaillard drive , mobile AL 36608-2512 US",,251-208-5150,,
magnolia grove golf club,"7001 magnolia grove  pkwy , mobile AL 36618-4824 US",,205-942-0444,,
cypress lakes golf club,"2365 old chemstrand rd , cantonment FL 32533-6862 US",,850-937-3820,,
glenlakes golf club,"9530 clubhouse dr , foley AL 36535-9326 US",,251-955-1220,,
stonebrook golf club,"3200 cobblestone dr , pace FL 32571-8424 US",,850-994-7171,,
pro golf - gulf shores,"3757 gulf shores pkwy #f , gulf shores AL 36542-2759 US",,251-968-8560,,
perdido bay country club,"1 doug ford dr , pensacola FL 32507 US",,850-492-1223,,
ac read golf course,"nac bldg 3495 , pensacola FL 32508 US",,850-452-2454,,
lost key golf club,"625 lost key dr , pensacola FL 32507 US",,850-549-2161,,
deerfield golf club,"16461 st stephens ave , chatom AL 36518 US",,251-847-2056,,
hidden creek,"3070 pga blvd , navarre FL 32566-8858 US",,850-939-1939,,
gator lakes golf course,"403 walkup way bld 91300 , hurlburt field FL 32544 US",,850-881-2251,,
dick's sporting goods - d'iberville,"3893 promenadae pkwy , d'iberville MS 39540 US",,,,
tee to green golf inc,"10340 b  d'iberville blvd , diberville MS 39540-2541 US",,228-396-4416,,
sunkist country club,"2381 sunkist country club road , biloxi MS 39532-3114 US",,228-388-3961,,
rocky bayou country club,"600 golf course dr , niceville FL 32578-1795 US",,850-678-3270,,
suncoast golf,"15244 cross roads pkwy , gulfport MS 39503 US",,228-539-4653,,
dixie golf club,"751 hillcrest dr , laurel MS 39442 US",,601-649-3384,,
laurel country club,"2011 hwy 84 west , laurel MS 39440-3207 US",,601-649-8660,,
oaks golf club,"24384 club house dr , pass christian MS 39571-8122 US",,228-452-0909,,
timberton golf club,"22 clubhouse drive , hattiesburg MS 39401-8883 US",,601-584-4653,,
timberton golf club pro,"22 clubhouse drive , hattiesburg MS 39401-8883 US",,601-584-4653,,
terrapin hills golf estates,"5501 club drive , fort payne AL 35967-8241 US",,256-845-4624,,
cherokee county country club,"270 county road 382 , centre AL 35960-7806 US",,256-927-5070,,
stonebridge golf course,"585 stonebridge dr , rome GA 30165-4415 US",,706-236-5046,,
golf fore less inc,"160 shorter ave , rome GA 30165-2455 US",,706-802-0042,,
coosa country club,"110 branham ave , rome GA 30161-4404 US",,706-234-2200,,
goosepond colony golf course,"417 ed hembree dr , scottsboro AL 35769-7859 US",,256-912-0592,,
twin bridges golf club,"901 riverbend dr , gadsden AL 35901 US",,256-549-4866,,
albertville golf & country club,"860 country club rd , albertville AL 35951 US",,256-878-4403,,
lake guntersville state park,"1157 lodge dr , guntersville AL 35976-8127 US",,256-571-5452,,
gunters landing golf,"1000 gunters landing rd , guntersville AL 35976-8627 US",,256-582-3588,,
gadsden country club,"1884 rainbow dr , gadsden AL 35901 US",,256-546-0451,,
barnsley gardens resort,"597 barnsley gardens rd , adairsville GA 30103-5712 US",,770-773-7480,,
silver lakes golf club,"#1 sunbelt parkway , glencoe AL 35905-8840 US",,256-892-3268,,
stoney brook golf club,"1505 country club dr sw , jacksonville AL 36265-3367 US",,256-435-3114,,
stoney mountain golf course,"5200 georgia mtn rd , guntersville AL 35976-7229 US",,256-582-2598,,
green valley greens golf club,"157 rudy york rd nw , cartersville GA 30121-9238 US",,770-382-8510,,
west georgia golf discount,"24 steadman rd , tallapoosa GA 30176-2502 US",,770-574-2985,,
"moccasin bend golf club, inc","381 moccasin bend rd , chattanooga TN 37405-4498 US",,423-267-3585,,
council fire,"100 council fire dr , chattanooga TN 37421-4277 US",,423-894-7888,,
pine hill country club,"175 pine hill dr. , anniston AL 36207-8047 US",,256-237-2633,,
windstone golf club,"9230 windstone dr , ringgold GA 30736-4221 US",,423-894-1231,,
chattanooga country club,"1511 riverview rd , chattanooga TN 37405 US",,423-266-6178,,
dick's sporting goods - chattanooga,"2020 gunbarrel road , chattanooga TN 37421 US",,423-892-3122,,
golf headquarters - chattanooga,"2209 hamilton place blvd , chattanooga TN 37421-6005 US",,423-894-0304,,
spring lake golf club,"1591 springplace smyrna rd , chatsworth GA 30705-5679 US",,706-695-9300,,
cherokee ridge country club,"4000 cherokee ridge rd , union grove AL 35175-7943 US",,256-498-5300,,
signal mountain golf & country club,"809 james blvd , signal mountain TN 37377-2407 US",,423-886-2557,,
the ledges of huntsville,"32 castle downs dr , huntsville AL 35802 US",,256-883-0860,,
heritage golf,"1364 heritage road , oneonta AL 35121-3012 US",,205-274-2390,,
valley hill country club,"8300 valley hill drive , huntsville AL 35802-3299 US",,256-883-7620,,
dick's sporting goods - huntsville,"2718 caarl t jones , huntsville AL 35802 US",,256-881-3212,,
edwin watts golf shop,"7628 s memorial pkwy , huntsville AL 35802-2256 US",,256-883-2992,,
valleybrook golf & country club,"180 valleybrook rd , hixson TN 37343-7000 US",,423-842-4646,,
univ of the south golf shop,"735 university ave , sewanee TN 37383-2000 US",,931-598-1104,,
cobblestone golf course,"4200 nance road , acworth GA 30101-3810 US",,770-917-5151,,
creekside golf & country club,"591 west chester club dr , hiram GA 30141-5028 US",,770-445-7655,,
chesley oaks golf club,"1035 county rd 1583 , cullman AL 35058-1400 US",,256-796-9809,,
richland golf center,"10028 n. memorial pkwy , huntsville AL 35810-1216 US",,256-858-6622,,
huntsville country club,"2601 oakwood ave nw , huntsville AL 35810-4399 US",,256-859-3000,,
redstone golf course,"4140 goss rd , red stone arsenal AL 35809 US",,256-842-7977,,
eagle watch golf club,"3055 eagle watch dr , woodstock GA 30189 US",,770-591-1000,,
marietta country club,"1400 marietta country club dr , kennesaw GA 30152-4744 US",,770-426-7084,,
pinetree country club,"3400 mccollum pkwy , kennesaw GA 30144-2996 US",,770-422-5902,,
towne lake hills golf club,"1003 towne lake hills east , woodstock GA 30189-2501 US",,770-592-9969,,
sunset hills country club,"one club drive , carrollton GA 30117 US",,770-834-6656,,
dick's sporting goods - huntsville,"6275 university dr ste 16 , huntsville AL 35806 US",,256-922-9912,,
pga tour superstore ,"2911 george busbee pkwy , kennesaw GA 30144 US",,770-422-4949,,
diamondhead country club pro,"7600 country club dr , diamondhead MS 39525 US",,228-255-3910,,
pine creek golf club,"61 clubhouse drive , purvis MS 39475-3003 US",,601-794-6427,,
dick's sporting goods - dothan,"4601 montgomery hwy , dothan AL 36303 US",,334-671-1370,,
pro golf - dothan,"2571 montgomery hwy , dothan AL 36303-2603 US",,334-671-1880,,
roundabout golf course,"321 roundabout dr , cowarts AL 36321-5506 US",,334-793-3300,,
fort rucker golf course,"building #20067 - combat rd , fort rucker AL 36362 US",,334-598-2449,,
dothan country club pro shop,"200 s. cherokee ave , dothan AL 36301-6494 US",,334-792-8255,,
green island country club,"6501 standing boy rd , columbus GA 31904-2219 US",,706-324-3706,,
dick's sporting goods - columbus park,"5550 whittlesey blvd ste 200 , columbus GA 31909 US",,,,
stonebridge golf & cc,"319 osprey ridge ct , albany GA 31721-9493 US",,229-889-0312,,
doublegate country club,"3800 old dawson rd , albany GA 31721-9199 US",,229-436-6503,,
river point golf club llc,"801 river point dr , albany GA 31701-4765 US",,229-883-4885,,
indian springs golf club,"5248 clubhouse dr , marianna FL 32446-0170 US",,850-482-8787,,
bainbridge country club,"312 country club road , bainbridge GA 39819-6504 US",,229-246-1986,,
pineknoll country club,"409 pineknoll road , sylvester GA 31791-7652 US",,229-776-3455,,
deer trail country club,"122 houston street , barnesville GA 30204-1607 US",,770-358-0349,,
adams pro golf discount of cullman inc,"1207 lorning st nw , cullman AL 35055-2422 US",,256-775-1330,,
quail creek golf course,"233 quail creek dr , hartselle AL 35640-6952 US",,256-784-5033,,
burning tree country club,"2521 burningtree drive , decatur AL 35603-5138 US",,256-355-5982,,
decatur country club,"2401 country club rd , decatur AL 35601 US",,256-353-5773,,
professionals golf shop,"401 lime quarry rd , madison AL 35758-8997 US",,256-772-5840,,
canebrake golf club,"23015 founders cir , athens AL 35613-8129 US",,256-232-2412,,
west pines golf club,"6606 selman drive , douglasville GA 30134-1754 US",,770-920-0850,,
chapel hills golf club,"3300 golf ridge blvd , douglasville GA 30135-1933 US",,770-949-0030,,
dick's sporting goods - newnan #269,"382 newnan crossing bypass , newnan GA 30264 US",,,,
summergrove golf club,"335 summergrove pkwy , newnan GA 30265-3138 US",,770-251-1800,,
white oak golf club,"141 clubview drive , newnan GA 30265-1217 US",,770-251-6700,,
canongate 1 golf club,"924 shaw road , sharpsburg GA 30277-1617 US",,770-463-3342,,
dogwood golf & country club,"4207 flint hill road , austell GA 30106-1740 US",,770-941-2202,,
wendell coffee golf center,"1963 hwy 74 north , tyrone GA 30290-1608 US",,770-969-4469,,
dick's sporting goods - kennesaw,"691 ernest w barrett pkwy nw , kennesaw GA 30144 US",,770-281-0200,,
the golf doctor,"635 molly lane ste 100 , woodstock GA 30189 US",,770-516-8600,,
marietta golf center,"1701 gresham rd , marietta GA 30062-3938 US",,770-977-1997,,
piedmont driving club,"4405 camp creek pkwy sw , atlanta GA 30331-7959 US",,404-346-4174,,
indian hills country club,"4001 clubland dr , marietta GA 30068-4099 US",,770-971-7663,,
planterra ridge golf club,"500 clubhouse drive , peachtree city GA 30269-1930 US",,770-487-8141,,
braelinn golf club,"500 clubview drive , peachtree city GA 30269-2787 US",,770-631-3100,,
dick's sporting goods - fayettevill,"305 a pavillion pkwy , fayetteville GA 30214 US",,,,
crystal lake golf & country club,"100 crystal lake blvd , hampton GA 30228 US",,770-471-3233,,
lake spivey golf club,"8255 clubhouse way , jonesboro GA 30236-4219 US",,770-477-9836,,
dick's sporting goods - mcdonough,"1855 jonesboro rd , mcdonough GA 30253 US",,770-957-4336,,
georgia national golf club,"1715 lake dow road , mcdonough GA 30252-3644 US",,770-914-9994,,
hickory hill golf course,"209 biles road , jackson GA 30233 US",,404-775-2433,,
cross creek golf club,"1221 cross creek pkwy , atlanta GA 30327-1096 US",,404-352-5612,,
ansley golf course,"196 montgomery ferry dr ne , atlanta GA 30309-2773 US",,404-897-7717,,
bobby jones golf course,"384 woodward way nw , atlanta GA 30305 US",,404-355-1009,,
druid hills golf club pro shop,"740 clifton rd ne , atlanta GA 30307-1200 US",,404-377-1766,,
dick's sporting goods - lenox,"3535 peachtree road , atlanta GA 30326 US",,404-267-0200,,
capital city club,"53 w brookhaven dr , atlanta GA 30319-1100 US",,404-233-2121,,
dick's sporting goods - canton,"1810 cumming hwy ste 860 , canton GA 30114 US",,770-345-1218,,
brookfield country club,"100 willow run rd , roswell GA 30075-1299 US",,770-993-1990,,
newton country club,"114 e church st , newton MS 39345 US",,601-683-3521,,
dancing rabbit golf club,"one choctaw trail , philadelphia MS 39350 US",,601-663-0011,,
hattiesburg country club,"61 classic dr , hattiesburg MS 39402-3685 US",,601-264-5078,,
golf shoppe,"4649 hardy st , hattiesburg MS 39402-1321 US",,601-296-7877,,
louisville country club,"218 main st , louisville MS 39339 US",,601-773-3693,,
shadow ridge golf club,"101 shadow lake dr , hattiesburg MS 39402-8640 US",,601-296-0286,,
canebrake country club,"1 cane drive , hattiesburg MS 39402-8345 US",,601-271-2010,,
mississippi state university golf course,"14279 ms hwy 182 , starkville MS 39759 US",,662-325-3028,,
old waverly golf club,"one magnolia dr , west point MS 39773-9148 US",,662-494-8780,,
club champion llc,"6690 roswell rd ste 540 , sandy springs GA 30328 US",,404-303-8322,,
panama country club,"100 country club drive , lynn haven FL 32444-1999 US",,850-265-3055,,
dick's sporting goods - york,"rt 30 & kenneth rd , york PA 17404 US",,717-848-1696,,
rtj @ the shoals,"990 sunbelt pkwy , muscle shoals AL 35661-4672 US",,256-446-5111,,
dick's sporting goods - florence,"376 cox creek pkwy , florence AL 35630 US",,256-760-4211,,
shiloh falls golf club,"220 clubhouse lane , counce TN 38326 US",,731-689-5050,,
turtle point yacht & c.c.,"1000 club dr , killen AL 35645 US",,205-757-2153,,
joe wheeler state park,"201 mclean drive , rogersville AL 35652-6405 US",,256-247-9308,,
shiloh golf course,"2915 caney branch rd , adamsville TN 38310-5027 US",,731-632-0678,,
natchez trace golf club,"978 a county rd 681 , saltillo MS 38866 US",,662-869-2166,,
golf first,"868 mississippi dr , tupelo MS 38804-0942 US",,662-690-5800,,
pro golf - tupelo,"119 s industrial rd , tupelo MS 38801-4666 US",,662-844-9233,,
tupelo country club,"4462 winged foot rd , belden MS 38826-9508 US",,662-840-3277,,
jackson country club,"31 jackson country club ln , jackson TN 38305-6023 US",,731-668-0688,,
dick's sporting goods - jackson,"1165 vann drive , jackson TN 38305 US",,731-660-4344,,
humboldt golf & country club,"4700 e main st , humboldt TN 38343-6412 US",,731-784-9990,,
riverbend country club,"245 riverbend rd , shelbyville TN 37160 US",,931-684-4894,,
westhaven golf club,"4000 golf club drive , franklin TN 37064 US",,615-778-3939,,
forrest crossing golf course,"750 riverview dr , franklin TN 37064 US",,615-794-9400,,
westhaven golf club,"4000 golf club drive , franklin TN 37064-0100 US",,615-778-3939,,
vanderbilt legends club,"1500 legends club lane , franklin TN 37069-2260 US",,615-791-8100,,
dick's sporting goods -cool springs,"2000 mallory lane ste 270 , franklin TN 37067 US",,,,
golf galaxy  -  cool springs,"1610 galleria blvd , brentwood TN 37027 US",,615-250-3803,,
old natchez country club llc,"115 gardengate drive , franklin TN 37069-4027 US",,615-373-3200,,
golden eagle country club,"3700 golden eagle drive , tallahassee FL 32312-4017 US",,850-668-1071,,
killearn country club,"100 tyron circle , tallahassee FL 32309 US",,850-893-2144,,
edwin watts - tallahassee #22,"2423 capitol cir ne , tallahassee FL 32308 US",,850-383-6935,,
hilaman park operations,"2737 blairstone rd , tallahassee FL 32301-5901 US",,850-891-3935,,
mcminnville country club,"616 country club dr , mc minnville TN 37110-5013 US",,931-668-4141,,
cleveland country club inc,"345 kyle lane , cleveland TN 37312-6441 US",,423-336-3661,,
country club of oxford,"300 fazio dr , oxford MS 38655-2166 US",,662-234-2866,,
kirkwood national golf club,"277 palmer lane , holly springs MS 38635-3264 US",,662-252-4888,,
fair oaks golf club,"220 fair oaks drive , oakland TN 38060 US",,901-466-1445,,
indian hills golf club,"405 calumet trace , murfreesboro TN 37127-6354 US",,615-895-3642,,
ridgewood golf club,"387 co rd 603 , athens TN 37303-6270 US",,423-263-5672,,
jeremy head golf shop & academy llc,"1802 memorial blvd, ste a , murfreesboro TN 37129 US",,615-869-8121,,
dick's sporting goods - murfreesbor,"2615 medical ctr pkwy #1100 , murfreesboro TN 37129 US",,615-896-8882,,
