Glenwild Golf Club & Spa,"7600 Glenwild Dr  Duchesne, Park City UT 84098-5587", ,435-615-9988,Marty@glenwild.com,
Foothill Village Sports Den,"1350 Foothill Dr  Salt Lake, Salt Lake City UT 84108-2321", ,801-582-5611,www.sportsden.com,
Dicks Sporting Goods,"41 S Rio Grande St  Maricopa, Salt Lake Cty UT 84101-1151", ,8014560200, ,
Schneiters Bluff Golf Course,"300 N 3500 W  Davis, West Point UT 84015-7202", ,801-773-0731,jon@schneitersgolf.com,
Golf Lab,"925 South West Temple  Salt Lake, Salt Lake City UT 84101-2928", ,801-746-1291,info@golflab.net,
Mulligans Creekside Golf Cntr,"1690 W 400 N  Weber, Marriott-slatervil UT 84404-3413", ,8013924653,kipvandyke@live.com,
The Country Club,"2400 E Country Club Dr  Salt Lake, Salt Lake Cty UT 84109-1642", ,801-487-7569,proshop@saltlakecountryclub.com,
Promontory,"8417c N Ranch Club Trl  Duchesne, Park City UT 84098-4960", ,435-333-4218,mwhittaker@promontoryclub.com,
Ben Lomond Golf Course,"1800 N Highway 89  Weber, Ogden UT 84404-6147", ,801-782-7754,Jeff@benlomondgolf.com,
Edwin Watts,"560 E 2100 S  SALT LAKE, SALT LAKE CITY UT 84106-1423", ,801 487-8233,"jsmith@uintagolf.com,",
Forest Dale Golf Club,"2375 S 900 E  Salt Lake, Salt Lake Cty UT 84106-2201", ,801-483-5420,steve.elliott@slcgov.com,
The Barn Golf Club,"305 W Pleasantview Dr  Weber, Ogden UT 84404-2117", ,801-782-7320,thebarngolfclub@hotmail.com,
Nibley Park Golf Course,"2780 S 700 E  Salt Lake, Salt Lake Cty UT 84106-1753", ,801-483-5418,jeremy.green@slcgov.com,
Glendale Golf Course,"1630 W 2100 S  Salt Lake, Salt Lake Cty UT 84119-1425", ,801-974-2403,dave.carter@slcgov.com,
Painted Valley Course,"736 Rocky Mouth Ln  Duchesne, Draper UT 84020-7605", ,435-333-4218,kartch@pga.com,
Canyons Golf,"4000 Canyons Resort Dr  , Park City UT 84098-6546", ,4356154728,Jjohnson26@vailresorts.com,
B/d 02/17 Central Vally Golf C,"600 W 3300 S  Salt Lake, S Salt Lake UT 84119-3320","Ryan Holt <rnholt@hotmail.com>,",801-973-6271,chris@golftheround.com,
Park Meadows Country Club,"2000 Meadows Dr  Summit, Park City UT 84060-7038", ,435-649-2460,mmanning@parkmeadowscc.com,
Global Value Commerce,"1420 S 4800 W  Salt Lake, Salt Lake Cty UT 84104-5330", ,8662720099,josha@globalgolf.com,
Park City Municipal Golf Crse,"1541 Thaynes Canyon Dr  Summit, Park City UT 84060-5133", ,435-615-5800,vrobinson@parkcity.org,
Remuda Golf Course,"2600 W 3500 N  Weber, Farr West UT 84404-8613",*removed zack email per rquest,801-731-7200,zach@remudagolf.com,
Stonebridge Gc At Lake Park,"4415 Links Dr  Salt Lake, West Valley City UT 84120-8221", ,801-957-9000,cgarso@pga.com,
Meadowbrook Golf Course  Bpo,"4197 S 1300 W  Salt Lake, Salt Lake City UT 84123-1331", ,385-468-1500,twatkins@slco.org,
The Cottonwood Club,"1780 Lakewood Dr  Utah, Holladay UT 84117-7520", ,8012772691,bradjapan@pga.com,
Mick Riley Golf Course Bpo,"421 E Vine St  Salt Lake, Murray UT 84107-5017", ,801-266-8185,SYoung@slco.org,
Old Mill Golf Course,"6080 S Wasatch Blvd  Salt Lake, Salt Lake City UT 84121-3549", ,385-468-1440,bschramm@slco.org,
Scott Sackett Golf,"1776 Park Ave 4-478  Summit, Park City UT 84060-5124", ,9048382721, ,
Fore Lakes Golf Course,"1285 W 4700 S  Salt Lake, Taylorsville UT 84123-3318", ,8016942803,ta@forelakesgc.com,
Golf Galaxy,"6148 S STATE ST  HENDRICKS, SALT LAKE CITY UT 84107-7226", ,801-747-0700,manager3026@golfgalaxy.com,
Dicks Sporting Goods,"7170 S 1000 E  Maricopa, Midvale UT 84047-1875", ,6077730165, ,
Murray Parkway Golf Course,"6345 Murray Parkway Ave  Salt Lake, Murray UT 84123-6900", ,801-262-4653,jpearson@murray.utah.gov,
Willow Creek Country Club,"8505 Willow Creek Dr  Salt Lake, Sandy UT 84093-1183",www.willowcreekcc.com,801-942-1621,enielsen@willowcreekcc.com,
West Ridge Golf Course,"South 5055 Sw Ridge Boulevard  Salt Lake, Kearns UT 84118-8402", ,801-966-4653,mike.richards@wvc-ut.gov,
Schneiters Pebblebrook Golf Co,"8968 S 1300 E  Salt Lake, Sandy UT 84094-1388", ,801-232-5488,golfdoctor76@hotmail.com,
Talisker Club,"9875 N Tuhaye Park Dr  Wasatch, Kamas UT 84036-9377", ,435-333-3636,ehastings@taliskerclub.com,
River Oaks Golf Course,"9300 S Riverside Dr  Salt Lake, Sandy UT 84070-6620", ,801-568-4653,MStone@SANDY.UTAH.GOV,
Mountain View Golf Course Bpo,"2400 W 8660 S  Salt Lake, West Jordan UT 84088-9524", ,385-468-1414,smarett@slco.org,
Pga Tour Superstore,"10355 S State St  , Sandy UT 84070-4114", ,801-308-5760,"Marni Achterhoff <MAchterhoff@pgatss.com>,",
Mulligans Golf And Games,"692 W 10600 S  Salt Lake, South Jordan UT 84095-3919", ,801-254-3377,dbrown@sjc.utah.gov,
Edwin Watts,"10855 S STATE ST  SALT LAKE, SANDY UT 84070-4104", ,8015715770,jjudd@uintagolf.com,
Victory Ranch Club,"7865 Victory Ranch Rd  Summit, Kamas UT 84036-9479",WWW.VICTORYRANCHCLUB.COM,435-785-5030,cbrandenburg@victoryranchutah.com,
Hidden Valley Country Club,"11810 South Highland Dr  Salt Lake, Sandy UT 84092-7333", ,801-571-2951,Dan@hiddenvalley.cc,
Wasatch Mtn State Pro Shop,"975 W Golf Course Dr  Wasatch, Midway UT 84049-6463", ,435-654-0532,chrisstover@utah.gov,
Eagle Mountain Golf Course,"960 E 700 So  Box Elder, Brigham City UT 84302-4313", ,435-723-3212,chrism@pga.com,
Glenmoor Golf Course,"9800 S 4800 W  Salt Lake, South Jordan UT 84009-9771", ,801-280-1742,go.do.golfclinics@gmail.com,
Impact Golf Center,"12101 S Factory Outlet Dr  , Draper UT 84020-9466", ,8019878934,jordan@impactgolfcenter.com,
Legacy Homestead,"700 Homestead Dr  Wasatch, Midway UT 84049-6409", ,435-654-1102,golfshop@homesteadresoret.com,
Riverbend Golf Course,"12800 S 1040 W  Salt Lake, Riverton UT 84065-6632", ,385 468 1460,atjohnson@slco.org,
South Mountain Golf Course,"1247 E Mike Weir Rd  Salt Lake, Draper UT 84020-7629", ,801-495-0500,tapgood@slco.org,
Purple Sage Golf Course,"401 Kindler Dr  Uinta, Evanston WY 82930-3154", ,307-789-2383,psgc@allwest.net,
Soldier Hollow Golf Course,"1370 W Soldier Hollow Ln  Wasatch, Midway UT 84049-6211", ,435 654 7442,chrisnewson@utah.gov,
Red Ledges Club,"205 Red Ledges Blvd  Duchesne, Heber City UT 84032-4711", ,435 657 4054,jpaupore@redledgesclub.com,
Sherwood Hills Resort,"4860 Ridgedale Dr  Weber, Ogden UT 84403-4457", ,435-245-6055,jan@sherwoodhillsgolf.com,
Stansbury Park Golf Course,"1 Country Clb  Tooele, Stansbury Pk UT 84074-8102", ,435-882-4162,lauramgreen@comcast.net,
Alpine Country Club,"5000 Alpine Country Club Ln  Utah, Highland UT 84003-9632", ,801-322-3971,kent@alpinecountryclub.org,
Cedar Hills Golf Club,"10640 Clubhouse Dr  Utah, Cedar Hills UT 84062-8811", ,801-796-1705,wdoyle@cedarhills.org,
The Course @ Thanksgiving,"3300 Clubhouse Dr  Utah, Lehi UT 84043-5417", ,801-768-7401,"brandon howard <brandon@vanguardgolf.com>,",
Tri City Golf Course,"1400 N 200 E  Utah, American Fork UT 84003-9128", ,801-756-3594,robozgolf@comcast.net,
Overlake Golf Club,"416 W 2000 N  Salt Lake, Tooele UT 84074-1379", ,435-882-8802,briandixon44@hotmail.com,
Dicks Sporting Goods,"841 W Pacific Dr  , American Fork UT 84003-1698", ,7572583364, ,
Oquirrh Hills Golf Course,"1255 E Vine St  Tooele, Tooele UT 84074-2685", ,435-882-4220,Codyl@TooeleCity.org,
Logan River Golf Course,"550 West 1000 South  Cache, Logan UT 84321-5935", ,435-750-0123,jeff.john@loganutah.org,
Logan Golf & Country Club,"710 N 1500 E  Cache, Logan UT 84321-4358", ,435 753-6050,dean.johansen@usu.edu,
Als Sporting Goods,"3145 N 200 W  Cache, Logan UT 84341-3106", ,435-752-5151,lucas@als.com,
Talonscove Gc/saratoga Springs,"2220 South Talons Cove Dr  Utah, Saratoga Springs UT 84045-2971", ,801-407-3030,dave@talonscove.com,
Sleepy Ridge Golf Course,"730 S Sleepy Ridge Dr  Utah, Orem UT 84058-2013", ,801 434-4653,gary@sleepyridgegolf.com,
Dicks Sporting Goods,"130 E University Pkwy  Maricopa, Orem UT 84058-7686", ,6269151685, ,
Riverside Country Club  Provo,"2701 N University Ave  Utah, Provo UT 84604-3817", ,801-373-8262,rmcar7500@aol.com,
Edwin Watts,"1666 S STATE ST  UTAH, OREM UT 84097-8007", ,801-221-7494,rerickson@uintagolf.com,
Skyway Golf And Country Club,"432 N 1320 W  Box Elder, Tremonton UT 84337-9378", ,435-257-5706,devinkidman@yahoo.com,
Birch Creek Golf Club,"550 E 100 N  Cache, Smithfield UT 84335-1154", ,435-563-6825,hekleven@gmail.com,
East Bay Golf Course,"1860 S East Bay Blvd  Uintah, Provo UT 84606",eastbaygolfcourse@gmail.com,801-852-7529,brett@eastbaygolf.com,
Bear Lake Golf Course & Resort,"222 E Club House Dr  Rich, Garden City UT 84028", ,435-946-8742,blgc@cut.net,
Hobble Creek Golf Course,"94 Hobble Creek Canyon Rd  Utah, Springville UT 84663-5511", ,8014896297,melon_61@yahoo.com,
Spanish Oaks Golf Club,"2300 E Powerhouse Rd  Utah, Spanish Fork UT 84660-9353", ,801-798-9816,rrhees@spanishfork.org,
Bear Lake Country Club,"554 Lewis Loop  Bear Lake, Fish Haven ID 83287-5005", ,208.945.2744,trslivinski@aol.com,
Gladstan Golf Club,"#1 Gladstan Dr  Utah, Payson UT 84651-9599", ,801-465-2549,tzobell1@msn.com,
Preston Golf & Country Club,"1215 N 800 E  Franklin, Preston ID 83263-5315", ,208-852-2408,jvanvleet@pga.com,
Montpelier Golf Course,"210 Boise St  Bear Lake, Montpelier ID 83254-1027", ,208-847-1981,eves.matt@gmail.com,
Canyon Hills Golf Course,"445 N Golf Course Dr  Juab, Nephi UT 84648-1934", ,435-623-9930,mikebooth@pga.com,
Augusta Country Club,"655 Milledge Rd  Richmond, Augusta GA 30904-4347", ,706-736-5322,twbrannen@aol.com,
Idle Hour Club,"251 Idle Hour Dr  Bibb, Macon GA 31210-4701",www.ihcgolf.com,478-477-2092,raycut@pga.com,
Belfair Golf Club,"200 Belfair Oaks Blvd  Beaufort, Bluffton SC 29910-4881", ,843-757-0715,sdepiano@BELFAIR1811.com,
Ogeechee Valley Country Club,"1416 Country Club Drive  Jefferson, Louisville GA 30434-5220",,478-625-3502,golf@ogeecheevalleycountryclub.com,
Waynesboro Country Club,"336 Herndon Rd  Burke, Waynesboro GA 30830-6452",,706-554-2262,htinley08@gmail.com,
Applewood Golf Course,"6130 Story Mill Rd  Burke, Keysville GA 30816-4508",,706-554-0028,golf@applewoodga.com,
Four Seasons Golf Club,"2896 Highway 102  Jefferson, Wrens GA 30833-3524", ,706-547-4131,"rickhop43@yahoo.com, kdlitch@comcast.net",
"Pointe South Golf Club, Inc","4324 Peach Orchard Road  Richmond, Hephzibah GA 30815-4703", ,706-592-2222,scottallenpro@yahoo.com,
Gordon Lakes Golf Club,"Bldg 537, Range Rd  Richmond, Augusta GA 30905-0000", ,706-791-6854,gary.m.groff2.naf@mail.mil,
Green Meadows Golf Club,"2900 Green Meadows Dr  Richmond, Augusta GA 30906-5368", ,706-798-1533,angelmiles@gmail.com,
Swainsboro Country Club,"557 Mcleod Bridge Rd  Emanuel, Swainsboro GA 30401-0000", ,478-237-6116, ,
Dicks Sporting Goods,"3450 Wrightsboro Rd  Fulton, Augusta GA 30909-2516", ,6077730165, ,
The First Tee Of Augusta,"3165 Damascus Rd  Richmond, Augusta GA 30909-4035", ,706-364-4653,aromano@thefirstteeaugusta.org,
Forest Hills Golf Club,"1500 Comfort Rd  Richmond, Augusta GA 30909-3044", ,706-733-0001,smooney@theforesthillsgolfcourse.com,
Bonaventure Golf West,"603 Nw Frontage Rd  Richmond, Augusta GA 30907-2406",www.bonaventurediscountgolf.com,706-868-6448,bventuregolf@aol.com,
Bartram Trail Golf Club,"470 Bartram Trail Club Dr  Columbia, Evans GA 30809-7221", ,706-210-4681,robby.bartramtrail@comcast.net,
Edwin Watts Golf,"592 BOBBY JONES EXPY STE 21  COLUMBIA, AUGUSTA GA 30907-5324", ,706-855-5153,ag67@wattsgolf.com,
Johnson County Country Club,"118 Golf Club Rd Hwy 15n  Johnson, Wrightsville GA 31096-5244", ,478-864-3301, ,
River Club,"307 Riverside Blvd  Aiken, North Augusta SC 29841-4199", ,803-202-0110,crgc_wayneackerson@hotmail.com,
West Lake Country Club,"3556 W Lake Dr  Richmond, Augusta GA 30907-8930", ,706-863-4642,kirkhice@westlakecountryclub.com,
Jones Creek Golf Club,"777 Jones Crk  Columbia, Evans GA 30809-8029","HYPERLINK ""mailto:ghemann@jonescreekgolf",706-860-4228,csantos@jonescreekgolfclub.com,
Belle Meade Country Club,"2660 Twin Pine Rd  Mcduffie, Thomson GA 30824-6520",(706) 595-1553,706-595-4511,events@bellemeadecountryclub.org,
Champions Retreat Golf Club,"37 Champions Pkwy  Columbia, Evans GA 30809-6725", ,706-854-6960,mike@championsretreat.net,
Reserve Club At Woodside,"3000 Reserve Club Dr  Aiken, Aiken SC 29803-1607", ,803-648-2442,jkeller@thereserveclubatwoodside.com,
Midland Valley Country Club,"151 Midland Dr  Aiken, Graniteville SC 29829-4026", ,803-663-7332,MVCCADMIN@bellsouth.net,
Woodside Plantation Club,"1000 Woodside Plantation Dr  Aiken, Aiken SC 29803-7801", ,803-649-4735,robert.kinard@clubcorp.com,
Willow Lake Country Club,"550 W Willow Lake Dr  Candler, Metter GA 30439", ,912 685-2724,wolff@pineland.net,
The Golf Club At Cedar Creek,"2475 Club Dr  Aiken, Aiken SC 29803-8706", ,803-648-4206,cedarcreekgolfclub@gmail.com,
Houndslake Country Club,"901 Houndslake Dr  Aiken, Aiken SC 29803-5923", ,803-648-3333,daniel@houndslakecc.com,
Palmetto Golf Club,"275 Berrie Rd Sw  Aiken, Aiken SC 29801-4803", ,803-649-2951,brooksblackburn@pga.com,
Sage Valley Golf Club,"2240 Sage Valley Dr  Aiken, Graniteville SC 29829-3174", ,803-663-8207,jstory@sagevalleygolf.com,
Aiken Golf Club,"555 Highland Park Dr Sw  Aiken, Aiken SC 29801-3703",http://www.aikengolfclub.com/,803-649-6029, ,
Mount Vintage Golf Club,"375 Mount Vintage Plantation D  Aiken, North Augusta SC 29860-8365", ,8032795422,davidusry@mountvintagegolf.com,
Dublin Country Club,"689 Country Club Rd  Laurens, Dublin GA 31021-0130",www.dublincountryclub.com,478-272-1549,jeff@dublincountryclub.com,
Forest Heights Country Club,"3772 Country Club Rd  Bulloch, Statesboro GA 30458-0000", ,912)764-3084,waegarvin@yahoo.com,
Sweetwater Country Club,"571 Johnny George Ln  Barnwell, Barnwell SC 29812-6427", ,803-259-5004,rdj1@bellsouth.net,
The Golf Club At Rocky Branch,"4711 Double Branches Rd  Lincoln, Lincolnton GA 30817-2583", ,706-359-4303,alholloway1956@yahoo.com,
Clubhouse At Hackers Golf Park,"2802 Old Register Rd  Chatham, Statesboro GA 30458-3712", ,9128714653,hackersgolfpark@gmail.com,
Riverview Golf Course,"Riverview Dr  Laurens, Dublin GA 31021-5743", ,478-275-4064,riverview@dlcga.com,
Ohoopee Match Club,"275 Beaver Creek Farm Rd  , Cobbtown GA 30420", ,5613515352, ,
Georgia Southern University,"1031 Golf Club Rd  Bulloch, Statesboro GA 30458-2433", ,9124784653,molsson@georgiasouthern.edu,
Williston Country Club,"15 Fairway Drive  Barnwell, Williston SC 29853-6421", ,803-266-7616,willistoncc@gmail.com,
Hawk's Point Golf Club,"1801 Loop Rd  Toombs, Vidalia GA 30474-8529", ,912-537-9256,jgarrett@hawkspointgolfclub.com,
The Club At Lake Sinclair,"3700 Sinclair Dam Rd Ne  Baldwin, Milledgeville GA 31061-9340",www.mccga.com,478-452-3220,dfranklin@theclubatlakesinclair.com,
Pine Ridge Country Club,"425 Pine Ridge Rd  Edgefield, Edgefield SC 29824-4306", ,803-637-3570,kurtkaltz@bellsouth.net,
Rocky Creek Golf Club,"1916 Foxfire Dr  Toombs, Vidalia GA 30474-9676", ,912-538-1110,rockycreekgolfcl@bellsouth.net,
Hickory Knob Golf Course,"1591 Resort Dr  Mccormick, Mc Cormick SC 29835-4431", ,864-391-2450,spenland@scprt.com,
Tara Golf Club @ Savannah Lake,"300 Country Club Dr  Mccormick, Mc Cormick SC 29835-3224", ,864-391-4115,csmith@slv-sc.com,
Little Fishing Creek Golf,"Hwy 22  Baldwin, Milledgeville GA 31061-9607",www.baldwincountyga.com,478-445-0796,wallkarl10@yahoo.com,
Monticello Golf Club,"1148 Barksdale Ferry Rd  Mccormick, Mc Cormick SC 29835-5627", ,864-391-4175,bmcintosh@slv-sc.com,
National Pro Shop,"1130 National Dr  Greene, Greensboro GA 30642-5228", ,7064671669, ,
Green Acres Golf Course,"332 Rentz Dexter Rd  Laurens, Dexter GA 31019-3920",www.greenacresgolfclub.com,478-875-3110,loucarver1@charter.net,
The Golf Club At Cuscowilla,"640 Old Phoenix Rd  Putnam, Eatonton GA 31024", ,706-485-0094,rradel@cuscowilla.com,
Oconee Golf Club,"1031 Cottage Cove Rd  Greene, Greensboro GA 30642-4455", ,7064671669, ,
Harbor Club,"1111 Polo Cir  Greene, Greensboro GA 30642-3562", ,706-453-4414,kkelly@harborclub.com,
The Club @ Reynolds Plantation,"100 Linger Longer Rd  Greene, Greensboro GA 30642-7427", ,706-467-1196,cdennison@reynoldsplantation.com,
Country Club Of Greene County,"4321 Union Point Hwy  Greene, Union Point GA 30669-2829", ,706-486-4513, ,
Gordonia Alatamaha Golf Course,"Hwy 280 West  Tattnall, Reidsville GA 30453-0000", ,912-557-7745,reggie.ricks@dnr.state.ga.us,
Evans Heights Golf Course,"415 Golf Club Dr  Evans, Claxton GA 30417-7263", ,912 739-3003,kimmiehodges@gmail.com,
Persimmon Hill Golf Course,"126 Golf Club Rd  Saluda, Saluda SC 29138-7799", ,803-275-3522,persimmonhillgolf@gmail.com,
Uncle Remus Golf Course,"120 Hambone Holle Dr  Putnam, Eatonton GA 31024-6555", ,706-485-6850,uncleremusgolfcourse@yahoo.com,
Indian Trail Golf Course,"1304 Willis St  Lee, Batesburg SC 29006-9116", ,803-532-9010,eyem4him@gmail.com,
Black Creek Golf Club,"277 Canterwood Dr  Bryan, Ellabell GA 31308-5460", ,912-858-4653, ,
Ponderosa Country Club,"190 Durango Dr  Lexington, Leesville SC 29070-6974", ,803-532-3472,ponderosacc@yahoo.com,
Wallace Adams Golf Course @,"55 Spanish Moss Dr  Telfair, Helena GA 31037-4740", ,229-868-6651,proshoplosp@hotmail.com,
Uchee Trail Country Club,"Country Club Rd  Bleckley, Cochran GA 31014-2820", ,478-934-7891,ucheetrailcc5@gmail.com,
Bowden Golf Course,"3111 Millerfield Rd  Bibb, Macon GA 31211-2625", ,478-742-1610,tdoles@maconbibb.us,
The Golf Club At Star Fort,"2816 Golf Course Rd  Greenwood, Ninety Six SC 29666-9120", ,864-543-2757,zacharys99@yahoo.com,
The Woods Golf Course Inc,"421 Mac Thomspon Rd  Bleckley, Cochran GA 31014-3441", ,478-934-0731, ,
Dodge County Golf Club,"156 Golf Course Road  Dodge, Eastman GA 31023-8906", ,478-374-3616,randall5@bellsouth.net,
Lost Plantation Golf Course,"1 Clubhouse Dr  Effingham, Rincon GA 31326-9133", ,9128262092,jwill@pga.com,
Kh Golf,"607 Cambridge Ave W  Greenwood, Greenwood SC 29649-1968", ,864-942-8862,kevin.hill@greenwoodcountryclub.com,
Elberton Country Club,"Po Box 356  Elbert, Elberton GA 30635-6619", ,706-283-5921,"elbcoun@elberton.net, golf@elberton.net",
Hunters Creek Plantation,"702 Hunters Creek Blvd  Spartanburg, Greenwood SC 29649-8447",srandazzo@pga.com,864-223-9286,srandazzo@hunterscreekcc.com,
Healy Point Golf Club,"293 River North Blvd  Bibb, Macon GA 31211-6030",www.canongategolf.com,478-743-1495,jerob712@gmail.com,
Arrowhead Pointe Golf Course,"2790 Olympic Rowing Dr  Elbert, Elberton GA 30635-4259",www.arrowheadpointegc.com,706-283-6000,barrett.johnston@dnr.ga.gov,
The Patriot At Grand Harbor,"200 Grand Harbor Blvd  Greenwood, Ninety Six SC 29666-8788", ,864-543-2000,craig@grandharbor.net,
Robins Afb Golf Pro Shop,"Bldg 595  Houston, Robins Afb GA 31098-1299", ,478-923-7334,michael.baker.53@us.af.mil,
Waterford Golf Club,"620 Ga Highway 96 E  Houston, Bonaire GA 31005-3527", ,478-328-7533,twood@pga.com,
Congaree Club,"384 Davant Dr  , Ridgeland SC 29936-3806", ,8288981828,tcraft@congareegc.com,
Southern Landings Golf Club,"309 Stathams Way  Houston, Warner Robins GA 31088-7565",www.landingsgolfclub.com,478-929-4653,tom@southernhillsgolf.com,
The Country Club Of Lexington,"1066 Barr Rd  Lexington, Lexington SC 29072-8647", ,803-359-2516,bunkershot13@yahoo.com,
Country Club Of Orangeburg,"2745 Griffith Dr  Orangeburg, Orangeburg SC 29118-4083", ,803-534-6069,dlackey@orangeburgcc.com,
Hunter Pope Country Club,"14617 Highway 83 N  Richmond, Monticello GA 31064-6255", ,706-468-6222,hunterpopecc@aol.com,
International City Golf Club--,"72 Play Golf Dr  Houston, Warner Robins GA 31088-7495", ,478-322-0276,projar@pga.com,
Dicks Sporting Goods,"5080 Riverside Dr  Fulton, Macon GA 31210-1183", ,6077730165, ,
Dicks Sporting Goods,"4645 Presidential Pkwy  Fulton, Macon GA 31206-8712", ,4784775588, ,
Hidden Valley Golf Club,"147 Excaliber Ct  Lexington, Gaston SC 29053-9744", ,803-794-8087,bfrick@jeffcoatandjeffcoat.com,
Oakview Golf & Country Club,"128 Oakview Club Dr  Bibb, Macon GA 31216-4109",www.oakviewgolf.com,478-785-1833,bellbarry@bellsouth.net,
Crosswinds Golf Course,"232 James B Blackburn Dr  Chatham, Savannah GA 31408-8064", ,9129660674,JWalden@pga.com,
Cokesbury Hills Golf Club,"Rt 2 Power House Rd  Greenwood, Hodges SC 29653-9185", ,864-374-7820, ,
The Brickyard At Riverside,"6000 Wesleyan Dr N  Bibb, Macon GA 31210-6009",www.brickyardgolf.com,478-477-6765,golfprofessional@brickyardgolf.com,
Dicks Sporting Goods,"201 Tanger Outlets Blvd  , Pooler GA 31322-5175", ,7242733400, ,
Hillcrest Pro Shop,"1280 State A&m Rd  Orangeburg, Orangeburg SC 29115-3420", ,803-533-6030, ,
Savannah Quarters Country Club,"8 Palladian Way  Chatham, Pooler GA 31322-9600", ,912-450-2700,jmattox@savannahquarterscc.com,
The Gc At Hilton Head Lakes,"2005 Wiregrass Way  Jasper, Hardeeville SC 29927-4153", ,8432085353,david@hiltonheadlakes.com,
The Links At Stoney Point,"709 Swing About  Greenwood, Greenwood SC 29649-8633", ,864-942-0900,tdelander4@gmail.com,
Lane Creek Golf Club,"1201 Club Dr  Oconee, Bishop GA 30621-1166",www.lanecreekgolfclub.com,706-769-6699,chandler4@pga.com,
Taylors Creek Golf Course,"1766 Gulick Ave Bldg 2150  Liberty, Fort Stewart GA 31314-0000",Hunter gc/John magnus,912-767-2370,john.l.fesperman.naf@mail.mil,
Southern Hills Golf Club,"360 Warner Robins Hwy  Pulaski, Hawkinsville GA 31036-8030", ,478-783-0600,matt@southernhillsgolf.com,
Pintail Creek Golf Club,"211 Pin Tail Creek Dr  Jasper, Hardeeville SC 29927-7609", ,8437842426, ,
Brays Island Plantation,"Off Hwy 17 On Brays Island Rd  Beaufort, Sheldon SC 29941-3011",http://www.braysisland.com/golf.php,843-846-3149,mingram@braysisland.org,
University Of Georgia Golf,"2600 Riverbend Rd  Clarke, Athens GA 30602-1557",www.golfcourse.uga.edu,706-369-5739,golf@uga.edu,
University Of Georgia Golf Cou,"2600 Riverbend Rd  , Athens GA 30602-1557", ,706-369-5739,shcollins@follett.com,
Golden Hills Golf & Cntry Club,"100 Scotland Dr  Lexington, Lexington SC 29072-8052", ,803-957-3355,steve@goldenhillsgolf.com,
Southbridge Golf Club,"415 Southbridge Blvd  Chatham, Savannah GA 31405-1091", ,912 651-5455,scott@southbridgegolf.com,
